sampleid	name	date	latitude	longitude	country	Brouns_A.20151106	Mazankova_primerA_20.20151201	Decewicz_Dziewit_Lodz_Aseq2.20160126	Decewicz_Dziewit_Lodz_Aseq5.20160303	Decewicz_Dziewit_Warsaw_Aseq2.20160303	Tyakht_Nov_287_A	Decewicz_Dziewit_Wyszkow_Aseq2.20160126	Decewicz_Dziewit_Wyszkow_Aseq2.20160303	Decewicz_Dziewit_Wyszkow_Aseq3.20160126	Decewicz_Dziewit_Wyszkow_Aseq3.20160303	Mazankova_primerA_22.20151201	Mazankova_primerA_14.20151201	Mazankova_primerA_13.20151201	Mazankova_primerA_18.20151201	Mazankova_primerA_12.20151201	Mazankova_primerA_10.20151201	Decewicz_Dziewit_Warsaw_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq1.20160126	Decewicz_Dziewit_Warsaw_Aseq3.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160303	Muniesa_E1_Gav_primerA.201510	Muniesa_1.1_Gav_primerA.201510	Muniesa_E23_Gav_primerA.201406	Muniesa_E13_Gav_primerA.201405	Muniesa_E8_ElPratdeLlobregat_primerA.201401	Muniesa_E2_Gav_primerA.201510	Muniesa_E4_Gav_primerA.201311	Muniesa_E7_Gav_primerA.201401	Muniesa_E32_Girona_primerA.201505	Muniesa_E14_ElPratdeLlobregat_primerA.201401	Mazankova_primerA_4.20151201	Mazankova_primerA_19.20151201	Decewicz_Dziewit_Oswiecim_Aseq5.20160303	Mazankova_primerA_9.20151201	Decewicz_Dziewit_Warsaw_Aseq2.20160126	Decewicz_Dziewit_Warsaw_Aseq4.20160126	Decewicz_Dziewit_Warsaw_Aseq5.20160303	Decewicz_Dziewit_Wyszkow_Aseq1.20160126	Decewicz_Dziewit_Wyszkow_Aseq1.20160303	Decewicz_Dziewit_Wyszkow_Aseq5.20160303	Decewicz_Dziewit_Oswiecim_Aseq2.20160303	Cinek_bin15_primerA.20151120	Cinek_bin16_primerA.20151120	Decewicz_Dziewit_Lodz_Aseq4.20160303	Strain_primerA.20151215	Decewicz_Dziewit_Oswiecim_Aseq1.20160303	Decewicz_Dziewit_Warsaw_Aseq3.20160303	Mazankova_primerA_2.20151201	Decewicz_Dziewit_Oswiecim_Aseq1.20160126	Decewicz_Dziewit_Oswiecim_Aseq3.20160303	DiazMunoz_Davis1_A	DiazMunoz_NYC_A	Lavigne.PrimerA.20160126	Tyakht_Spb_73_13P_A	Wagemans_A.20160412	Tyakht_OM_178_A	Decewicz_Dziewit_Oswiecim_Aseq2.20160126	Decewicz_Dziewit_Oswiecim_Aseq4.20160303	Mazankova_primerA_5.20151201	Cinek_bin79_primerA.20151120	Mazankova_primerA_7.20151201	Qimron_Ramallah_A_20151202	DiazMunoz_Davis3_A	Qimron_Qalqilyah_A_20151202	Mazankova_primerA_3.20151201	crAssphage_A	Decewicz_Dziewit_Lodz_Aseq1.20160303	Tyakht_Spb_105_45P_A	Mazankova_primerA_23.20151201	Cho_A.20160208	Qimron_Jericho_A_20151202	Mazankova_primerA_6.20151201	Qimron_Salfit_A_20151202	Mazankova_primerA_11.20151201	Decewicz_Dziewit_Lodz_Aseq3.20160303	Fineran_Dunedin_	Decewicz_Dziewit_Lodz_Aseq1.20160126	Decewicz_Dziewit_Lodz_Aseq2.20160303	Tyakht_Spb_74_14P_A	Cinek_bin08_primerA.20151120	Cinek_bin13_primerA.20151120	Decewicz_Dziewit_Wyszkow_Aseq4.20160303	Mazankova_primerA_16.20151201	Tyakht_Nov_282_A	Santos_A1.20160225	Cinek_bin11_primerA.20151120	Cinek_bin12_primerA.20151120	Cinek_bin14_primerA.20151120	Cinek_bin71_primerA.20151120	Cinek_bin56_primerA.20151120	Cinek_bin55_primerA.20151120	Fineran_Greymouth_A	Santos_A2.20160225	Edwards_A.20151002.S3	Edwards_A.20151209.S1	Edwards_A.20151209.S3	Edwards_A.20151209.S4	Edwards_A.20151209.S2	Santos_A10.20160225	Edwards_A.20151002.S2	Edwards_A.20151002.S1	Nigro_A.20161212.SandIsland	CazaresVinuesa_20160516	Nigro_A.20161212.Waianae	Zambrano_A.20160412.1	Santos_A9.20160225	Edwards_A.20151002.S4	Zambrano_A.20160412.s2
Cinek_bin12_primerA.20151120	Cinek lab sample bin12 primer A 20151120	20151120	61.505	23.815	Finland	0.129139	0.130763	0.133592	0.133592	0.136059	0.118880	0.120880	0.120880	0.123360	0.123360	0.121016	0.121102	0.103094	0.123379	0.120362	0.122284	0.130618	0.130440	0.130440	0.130440	0.117530	0.117484	0.114935	0.115062	0.117671	0.119051	0.117501	0.118810	0.117973	0.124389	0.122105	0.107315	0.122332	0.118517	0.131979	0.131979	0.131979	0.130583	0.130583	0.129275	0.134882	0.132972	0.132972	0.128964	0.132078	0.134355	0.133298	0.117016	0.133651	0.133651	0.123983	0.120812	0.127736	0.131825	0.124407	0.130631	0.134639	0.134639	0.123449	0.126322	0.115218	0.121023	0.124086	0.121011	0.132066	0.129504	0.123376	0.126630	0.109812	0.125036	0.126421	0.123342	0.117862	0.118404	0.123675	0.104544	0.140124	0.140124	0.132032	0.101243	0.101243	0.074444	0.122915	0.144609	0.122336	0.001102	0.000000	0.000000	0.003460	0.004421	0.028284	0.108266	0.176195	0.243157	0.262415	0.212263	0.260002	0.290668	0.200205	0.234381	0.319701	0.311681	0.271400	0.318159	0.347858	0.262196	0.354502	0.375987
Cinek_bin14_primerA.20151120	Cinek lab sample bin14 primer A 20151120	20151120	61.505	23.815	Finland	0.129139	0.130763	0.133592	0.133592	0.136059	0.118880	0.120880	0.120880	0.123360	0.123360	0.121016	0.121102	0.103094	0.123379	0.120362	0.122284	0.130618	0.130440	0.130440	0.130440	0.117530	0.117484	0.114935	0.115062	0.117671	0.119051	0.117501	0.118810	0.117973	0.124389	0.122105	0.107315	0.122332	0.118517	0.131979	0.131979	0.131979	0.130583	0.130583	0.129275	0.134882	0.132972	0.132972	0.128964	0.132078	0.134355	0.133298	0.117016	0.133651	0.133651	0.123983	0.120812	0.127736	0.131825	0.124407	0.130631	0.134639	0.134639	0.123449	0.126322	0.115218	0.121023	0.124086	0.121011	0.132066	0.129504	0.123376	0.126630	0.109812	0.125036	0.126421	0.123342	0.117862	0.118404	0.123675	0.104544	0.140124	0.140124	0.132032	0.101243	0.101243	0.074444	0.122915	0.144609	0.122336	0.001102	0.000000	0.000000	0.003460	0.004421	0.028284	0.108266	0.176195	0.243157	0.262415	0.212263	0.260002	0.290668	0.200205	0.234381	0.319701	0.311681	0.271400	0.318159	0.347858	0.262196	0.354502	0.375987
Cinek_bin71_primerA.20151120	Cinek lab sample bin71 primer A 20151120	20151120	61.505	23.815	Finland	0.131051	0.131414	0.134342	0.134342	0.138295	0.118977	0.121060	0.121060	0.125001	0.125001	0.123728	0.122573	0.104003	0.126252	0.120404	0.125112	0.132601	0.132412	0.132412	0.132412	0.118866	0.118818	0.117439	0.117575	0.119015	0.120458	0.118835	0.120203	0.119327	0.123125	0.123582	0.106859	0.121277	0.119992	0.132714	0.132714	0.132714	0.132441	0.132441	0.131075	0.137065	0.132261	0.132261	0.128082	0.134160	0.136536	0.134063	0.118258	0.134434	0.134434	0.125655	0.123569	0.129583	0.132552	0.126051	0.129908	0.136838	0.136838	0.125191	0.126799	0.116482	0.121236	0.125764	0.122576	0.132746	0.130069	0.122231	0.127066	0.110873	0.125445	0.125515	0.124969	0.119276	0.119711	0.122568	0.108158	0.144124	0.144124	0.134102	0.101903	0.101903	0.071348	0.127284	0.148952	0.121253	0.004619	0.003460	0.003460	0.000000	0.008106	0.033230	0.112043	0.170647	0.247768	0.269769	0.214172	0.266588	0.296882	0.190088	0.236462	0.319648	0.324433	0.277408	0.331943	0.360293	0.260440	0.348415	0.375987
Cinek_bin56_primerA.20151120	Cinek lab sample bin56 primer A 20151120	20151120	61.505	23.815	Finland	0.128741	0.130359	0.130472	0.130472	0.132928	0.118492	0.120773	0.120773	0.120328	0.120328	0.119237	0.119321	0.100682	0.121591	0.118577	0.120498	0.127525	0.127352	0.127352	0.127352	0.115762	0.115718	0.113180	0.113306	0.115901	0.117272	0.115734	0.117036	0.117612	0.122581	0.120322	0.105578	0.119300	0.118152	0.131571	0.131571	0.131571	0.127490	0.127490	0.126190	0.131754	0.132561	0.132561	0.128567	0.128972	0.131243	0.130187	0.115259	0.130529	0.130529	0.120932	0.119036	0.127344	0.128727	0.121344	0.130227	0.131519	0.131519	0.120289	0.123263	0.113458	0.117999	0.121032	0.120642	0.128960	0.126412	0.120343	0.123563	0.108064	0.124637	0.123360	0.120280	0.117505	0.115331	0.123297	0.102617	0.137267	0.137267	0.128898	0.101157	0.101157	0.071765	0.121080	0.139848	0.119303	0.005533	0.004421	0.004421	0.008106	0.000000	0.025965	0.106328	0.172140	0.240462	0.256852	0.207366	0.254898	0.287517	0.199440	0.231740	0.316330	0.308051	0.267029	0.312696	0.342668	0.259645	0.351193	0.371609
Cinek_bin55_primerA.20151120	Cinek lab sample bin55 primer A 20151120	20151120	61.505	23.815	Finland	0.143308	0.137889	0.135123	0.135123	0.140487	0.123329	0.125180	0.125180	0.127672	0.127672	0.132290	0.133796	0.111014	0.135938	0.131551	0.134987	0.140746	0.141878	0.141878	0.141878	0.128666	0.128615	0.126039	0.126179	0.127332	0.131772	0.130172	0.131500	0.132001	0.137203	0.134786	0.111332	0.132225	0.131207	0.146225	0.146225	0.146225	0.143364	0.143364	0.142035	0.146432	0.147200	0.147200	0.143110	0.142239	0.144521	0.143380	0.129627	0.145190	0.145190	0.135329	0.133473	0.141867	0.143290	0.135796	0.144847	0.146164	0.146164	0.133759	0.137679	0.127886	0.132290	0.135442	0.134998	0.143436	0.140999	0.133262	0.135291	0.121104	0.139696	0.137788	0.133327	0.131724	0.125602	0.136125	0.109121	0.147500	0.147500	0.143632	0.124311	0.124311	0.099051	0.136012	0.142220	0.126650	0.029455	0.028284	0.028284	0.033230	0.025965	0.000000	0.116086	0.181840	0.259156	0.282602	0.232233	0.276343	0.309670	0.218424	0.250244	0.336297	0.315890	0.281342	0.334092	0.365711	0.281307	0.375295	0.400889
Fineran_Greymouth_A	Fineran Primer B	20160317	42.4921908	171.1071795	New Zealand	0.005098	0.011539	0.018010	0.018010	0.020605	0.023487	0.023274	0.023274	0.020662	0.020662	0.005098	0.005103	0.007435	0.005108	0.005109	0.005105	0.008947	0.007653	0.007653	0.007653	0.005103	0.005103	0.005106	0.005106	0.005106	0.006395	0.005108	0.005106	0.005105	0.012849	0.005098	0.005163	0.011525	0.005123	0.010229	0.010229	0.010229	0.011514	0.011514	0.011514	0.016722	0.014086	0.014086	0.015400	0.010233	0.011504	0.012804	0.005113	0.007673	0.007673	0.006382	0.005098	0.007662	0.010233	0.007695	0.016702	0.017978	0.017978	0.005321	0.008932	0.006438	0.008949	0.006382	0.006382	0.014128	0.014137	0.020603	0.012829	0.005164	0.024124	0.005098	0.006399	0.011535	0.010350	0.035228	0.009449	0.040577	0.040577	0.006416	0.031238	0.031238	0.053389	0.010409	0.041586	0.018053	0.109854	0.108266	0.108266	0.112043	0.106328	0.116086	0.000000	0.072553	0.097627	0.109828	0.067717	0.105660	0.127050	0.079882	0.088610	0.180364	0.188740	0.131677	0.180386	0.219504	0.140765	0.212272	0.257911
Santos_A2.20160225	Santos Primer A2	20160225	38.7348396	9.1863262	Portugal	0.090702	0.083076	0.074220	0.074220	0.072812	0.060590	0.072731	0.072731	0.071201	0.071201	0.084038	0.085663	0.067589	0.088402	0.086138	0.085607	0.086139	0.089076	0.089076	0.089076	0.081663	0.081630	0.080207	0.078875	0.083320	0.083198	0.081558	0.083099	0.088625	0.087749	0.088357	0.075955	0.093421	0.092216	0.104133	0.104133	0.104133	0.099652	0.099652	0.099652	0.098454	0.107015	0.107015	0.103848	0.108840	0.101112	0.100876	0.085799	0.101140	0.101140	0.080249	0.083853	0.090599	0.108738	0.089630	0.105678	0.111902	0.111902	0.086645	0.104070	0.087305	0.096321	0.083365	0.098128	0.087488	0.087616	0.094706	0.089041	0.070944	0.112709	0.087516	0.089701	0.099505	0.088527	0.106928	0.064982	0.134232	0.134232	0.104538	0.104794	0.104794	0.122211	0.089806	0.146018	0.048440	0.178036	0.176195	0.176195	0.170647	0.172140	0.181840	0.072553	0.000000	0.156283	0.192446	0.151259	0.186206	0.226162	0.144256	0.179822	0.254673	0.283237	0.187481	0.303444	0.321336	0.159903	0.240385	0.287744
Edwards_A.20151002.S3	Edwards Primer A Site 3 20151002	20151002	33.116202	117.321597	USA	0.099432	0.118249	0.129265	0.129265	0.135131	0.130248	0.137655	0.137655	0.134015	0.134015	0.097453	0.096206	0.094542	0.099827	0.099279	0.097654	0.104732	0.100524	0.100524	0.100524	0.096645	0.096609	0.096621	0.095447	0.099448	0.098123	0.096622	0.096593	0.098773	0.102013	0.100950	0.102755	0.119564	0.101989	0.112851	0.112851	0.112851	0.112684	0.112684	0.111377	0.111496	0.116680	0.116680	0.125226	0.116818	0.118098	0.117850	0.101906	0.108428	0.108428	0.094138	0.093257	0.096561	0.111408	0.096900	0.115456	0.122306	0.122306	0.098981	0.109963	0.104041	0.111380	0.095547	0.106165	0.108774	0.112980	0.125015	0.110399	0.095662	0.123499	0.100543	0.106749	0.108935	0.105965	0.145960	0.109130	0.139513	0.139513	0.109811	0.149917	0.149917	0.168856	0.109877	0.165914	0.125266	0.244987	0.243157	0.243157	0.247768	0.240462	0.259156	0.097627	0.156283	0.000000	0.097840	0.067251	0.118243	0.149424	0.127970	0.089207	0.146518	0.316945	0.228605	0.265110	0.304985	0.180588	0.168361	0.272072
Edwards_A.20151209.S1	Edwards Primer A Site 1 20151209	20151209	33.105788	117.114064	USA	0.117442	0.140202	0.151546	0.151546	0.157467	0.144617	0.158852	0.158852	0.150082	0.150082	0.113369	0.111688	0.048031	0.116352	0.113870	0.111783	0.120783	0.120627	0.120627	0.120627	0.112073	0.112017	0.112037	0.110533	0.115761	0.114033	0.112038	0.111991	0.118116	0.118907	0.117851	0.115201	0.135106	0.120884	0.133211	0.133211	0.133211	0.131425	0.131425	0.129756	0.127990	0.136510	0.136510	0.144195	0.136867	0.136705	0.131108	0.117239	0.124014	0.124014	0.108568	0.109453	0.115513	0.127824	0.119693	0.129460	0.140413	0.140413	0.115886	0.126054	0.116629	0.129208	0.110417	0.126249	0.127655	0.124382	0.136550	0.126234	0.102093	0.150043	0.120622	0.120365	0.127829	0.124188	0.173355	0.117643	0.163157	0.163157	0.120676	0.169608	0.169608	0.189740	0.122946	0.141655	0.145750	0.264835	0.262415	0.262415	0.269769	0.256852	0.282602	0.109828	0.192446	0.097840	0.000000	0.065215	0.062063	0.091494	0.145307	0.124211	0.120726	0.379514	0.227559	0.333690	0.350324	0.154755	0.169042	0.332147
Edwards_A.20151209.S3	Edwards Primer A Site 3 20151209	20151209	33.116202	117.321597	USA	0.072021	0.093098	0.103159	0.103159	0.108454	0.109625	0.113398	0.113398	0.105021	0.105021	0.066138	0.066089	0.036984	0.069195	0.068181	0.067728	0.073403	0.075068	0.075068	0.075068	0.069604	0.069574	0.068052	0.068110	0.072963	0.071351	0.069585	0.069550	0.074004	0.076000	0.070662	0.074972	0.094791	0.076321	0.084908	0.084908	0.084908	0.084957	0.084957	0.083384	0.083432	0.089722	0.089722	0.101465	0.088185	0.089823	0.086268	0.069568	0.078152	0.078152	0.063870	0.064422	0.073528	0.081655	0.075596	0.084796	0.094914	0.094914	0.072032	0.081612	0.073671	0.082972	0.065533	0.081731	0.079778	0.076681	0.094515	0.078356	0.060958	0.105307	0.074989	0.077591	0.083251	0.078900	0.128693	0.072344	0.113825	0.113825	0.074332	0.126486	0.126486	0.146673	0.080091	0.130675	0.101217	0.214447	0.212263	0.212263	0.214172	0.207366	0.232233	0.067717	0.151259	0.067251	0.065215	0.000000	0.066735	0.103560	0.096055	0.089581	0.109437	0.331932	0.186904	0.307834	0.312612	0.106891	0.126907	0.271379
Edwards_A.20151209.S4	Edwards Primer A Site 4 20151209	20151209	33.144526	117.178849	USA	0.112682	0.132038	0.143994	0.143994	0.149358	0.144150	0.159142	0.159142	0.145918	0.145918	0.108990	0.107610	0.057947	0.111750	0.113041	0.105805	0.117285	0.117255	0.117255	0.117255	0.109605	0.109566	0.109573	0.108191	0.113006	0.111410	0.109574	0.109523	0.113372	0.117642	0.113312	0.113913	0.135377	0.115980	0.132079	0.132079	0.132079	0.123867	0.123867	0.123867	0.129122	0.133449	0.133449	0.143776	0.127176	0.128798	0.131712	0.112711	0.123771	0.123771	0.104530	0.105403	0.112461	0.122222	0.114733	0.130188	0.133858	0.133858	0.111244	0.123812	0.111840	0.126725	0.106391	0.125556	0.123726	0.122268	0.139985	0.120845	0.103216	0.145892	0.117166	0.120119	0.127015	0.124004	0.160712	0.114237	0.156180	0.156180	0.120548	0.165596	0.165596	0.191193	0.122456	0.128935	0.143509	0.262223	0.260002	0.260002	0.266588	0.254898	0.276343	0.105660	0.186206	0.118243	0.062063	0.066735	0.000000	0.099370	0.159360	0.136749	0.162590	0.322379	0.216950	0.305438	0.316351	0.175479	0.208153	0.323077
Edwards_A.20151209.S2	Edwards Primer A Site 2 20151209	20151209	33.016467	117.273686	USA	0.151753	0.168287	0.187976	0.187976	0.191615	0.192627	0.199008	0.199008	0.184509	0.184509	0.148091	0.148063	0.132549	0.152630	0.147157	0.144887	0.156749	0.158324	0.158324	0.158324	0.143814	0.143760	0.145547	0.144175	0.145605	0.145748	0.145533	0.145486	0.149620	0.155557	0.151948	0.147422	0.165410	0.150336	0.161986	0.161986	0.161986	0.168688	0.168688	0.168688	0.163962	0.168543	0.168543	0.174340	0.163583	0.164871	0.164717	0.151632	0.163576	0.163576	0.143298	0.142694	0.146527	0.161613	0.157163	0.164979	0.173432	0.173432	0.148370	0.163396	0.148332	0.161248	0.143094	0.156903	0.156452	0.158231	0.168369	0.162002	0.143183	0.181194	0.154752	0.154353	0.156645	0.157972	0.204044	0.136464	0.194210	0.194210	0.163846	0.198490	0.198490	0.227779	0.154332	0.201118	0.179310	0.293001	0.290668	0.290668	0.296882	0.287517	0.309670	0.127050	0.226162	0.149424	0.091494	0.103560	0.099370	0.000000	0.199608	0.167281	0.166177	0.401460	0.252039	0.364891	0.382670	0.206820	0.218690	0.334858
Santos_A10.20160225	Santos Primer A10	20160225	38.7348396	9.1863262	Portugal	0.072819	0.094037	0.102543	0.102543	0.108528	0.116182	0.110089	0.110089	0.104331	0.104331	0.067919	0.069431	0.102964	0.073332	0.071308	0.070809	0.074090	0.074090	0.074090	0.074090	0.066963	0.066938	0.066946	0.065667	0.069863	0.067090	0.066947	0.068242	0.069297	0.072596	0.070587	0.077331	0.095406	0.072583	0.082597	0.082597	0.082597	0.084015	0.084015	0.084015	0.081391	0.088128	0.088128	0.091149	0.095483	0.088214	0.090841	0.068138	0.081158	0.081158	0.068766	0.069165	0.072830	0.089714	0.073228	0.086849	0.092660	0.092660	0.074453	0.079756	0.073271	0.075545	0.071667	0.074211	0.082606	0.088362	0.099765	0.082707	0.071011	0.077716	0.069874	0.080547	0.078482	0.070494	0.124800	0.084105	0.094479	0.094479	0.083445	0.124179	0.124179	0.146883	0.086363	0.182145	0.101234	0.202061	0.200205	0.200205	0.190088	0.199440	0.218424	0.079882	0.144256	0.127970	0.145307	0.096055	0.159360	0.199608	0.000000	0.153543	0.225995	0.326946	0.193755	0.330012	0.324604	0.111814	0.178681	0.250682
Edwards_A.20151002.S2	Edwards Primer A Site 2 20151002	20151002	33.016467	117.273686	USA	0.093142	0.110822	0.124404	0.124404	0.124306	0.131212	0.135713	0.135713	0.123181	0.123181	0.092393	0.091250	0.084964	0.096301	0.094483	0.092603	0.102346	0.100987	0.100987	0.100987	0.094389	0.094361	0.095607	0.094436	0.095791	0.095866	0.094366	0.094345	0.095077	0.101016	0.094943	0.097861	0.117663	0.098701	0.106699	0.106699	0.106699	0.107853	0.107853	0.106546	0.107915	0.111967	0.111967	0.117637	0.109161	0.110439	0.114529	0.095499	0.106516	0.106516	0.093264	0.089611	0.094284	0.103810	0.097371	0.110739	0.113229	0.113229	0.092567	0.103742	0.097710	0.107951	0.092048	0.102497	0.107873	0.109515	0.121596	0.108121	0.091958	0.121419	0.099756	0.097716	0.106631	0.103520	0.145461	0.098623	0.134316	0.134316	0.099220	0.142038	0.142038	0.165185	0.103439	0.155922	0.125888	0.236193	0.234381	0.234381	0.236462	0.231740	0.250244	0.088610	0.179822	0.089207	0.124211	0.089581	0.136749	0.167281	0.153543	0.000000	0.145643	0.284589	0.234009	0.268399	0.285981	0.204199	0.183682	0.280911
Edwards_A.20151002.S1	Edwards Primer A Site 1 20151002	20151002	33.105788	117.114064	USA	0.184756	0.200023	0.214216	0.214216	0.218959	0.225427	0.223900	0.223900	0.213291	0.213291	0.181372	0.181341	0.212142	0.185361	0.180691	0.183438	0.187386	0.190632	0.190632	0.190632	0.182056	0.181970	0.183636	0.182438	0.183724	0.183855	0.182003	0.181921	0.185862	0.191183	0.183582	0.182998	0.198711	0.187021	0.192633	0.192633	0.192633	0.200230	0.200230	0.198773	0.196914	0.198438	0.198438	0.203639	0.198570	0.198169	0.197856	0.180275	0.188872	0.188872	0.181797	0.177960	0.184434	0.195171	0.188344	0.193689	0.201682	0.201682	0.181111	0.190784	0.186748	0.198238	0.180292	0.192228	0.195092	0.192759	0.206037	0.192558	0.176422	0.222537	0.188774	0.184557	0.195586	0.192066	0.238262	0.189672	0.232365	0.232365	0.189419	0.235389	0.235389	0.255657	0.191608	0.293665	0.212873	0.321802	0.319701	0.319701	0.319648	0.316330	0.336297	0.180364	0.254673	0.146518	0.120726	0.109437	0.162590	0.166177	0.225995	0.145643	0.000000	0.427937	0.313943	0.393478	0.400333	0.259878	0.238440	0.304802
Nigro_A.20161212.SandIsland	Hawaii A Sand Island Waste Water Treatment Plant Dec 12 2016	20161212	21.307735	-157.8824584	USA	0.185389	0.204670	0.208018	0.208018	0.205862	0.182412	0.218959	0.218959	0.199177	0.199177	0.185278	0.183837	0.028470	0.191990	0.186649	0.187099	0.183791	0.188712	0.188712	0.188712	0.185023	0.185023	0.184970	0.183649	0.185043	0.185266	0.183198	0.186421	0.185174	0.195389	0.190493	0.186030	0.213263	0.195059	0.202649	0.202649	0.202649	0.199034	0.199034	0.199206	0.199442	0.207129	0.207129	0.214973	0.209421	0.202048	0.203923	0.187805	0.204823	0.204823	0.180498	0.179779	0.187142	0.204014	0.187754	0.202666	0.211163	0.211163	0.199168	0.198619	0.177773	0.200725	0.182612	0.192161	0.195057	0.197177	0.216348	0.195640	0.177279	0.201366	0.188674	0.190363	0.193898	0.195810	0.219496	0.191808	0.240641	0.240641	0.190286	0.220755	0.220755	0.216595	0.197529	0.075606	0.200961	0.313964	0.311681	0.311681	0.324433	0.308051	0.315890	0.188740	0.283237	0.316945	0.379514	0.331932	0.322379	0.401460	0.326946	0.284589	0.427937	0.000000	0.293162	0.222150	0.269837	0.367367	0.497392	0.667706
CazaresVinuesa_20160516	Vinuesa lab primer A 20160516	20160516	18.8310669	-99.2214482	Mexico	0.145624	0.161072	0.170027	0.170027	0.176148	0.169077	0.177785	0.177785	0.168356	0.168356	0.140731	0.138114	0.109244	0.141870	0.143194	0.140858	0.142524	0.145314	0.145314	0.145314	0.141840	0.141781	0.141805	0.140460	0.144855	0.141983	0.140327	0.142987	0.144134	0.150371	0.143332	0.146841	0.162600	0.147859	0.156876	0.156876	0.156876	0.153985	0.153985	0.153985	0.157292	0.158026	0.158026	0.168107	0.162540	0.159534	0.156484	0.142542	0.151058	0.151058	0.132695	0.136044	0.144118	0.159558	0.141963	0.158256	0.162772	0.162772	0.145949	0.153824	0.141006	0.150648	0.137065	0.151198	0.146358	0.147992	0.163339	0.149405	0.134026	0.158957	0.143781	0.146485	0.149192	0.149081	0.188912	0.134356	0.182482	0.182482	0.153725	0.179592	0.179592	0.202615	0.148909	0.171658	0.155249	0.273289	0.271400	0.271400	0.277408	0.267029	0.281342	0.131677	0.187481	0.228605	0.227559	0.186904	0.216950	0.252039	0.193755	0.234009	0.313943	0.293162	0.000000	0.295099	0.336962	0.264284	0.333689	0.398960
Nigro_A.20161212.Waianae	Hawaii A Waianae Waste Water Treatment Plant Dec 12 2016	20161212	21.4467837	-158.1928871	USA	0.184543	0.198378	0.211258	0.211258	0.209385	0.181347	0.216843	0.216843	0.206391	0.206391	0.181526	0.179592	0.042937	0.187578	0.183952	0.181904	0.186770	0.184397	0.184397	0.184397	0.179499	0.179404	0.179352	0.178013	0.181227	0.181502	0.181386	0.182482	0.182612	0.191433	0.187262	0.189072	0.203730	0.191019	0.201646	0.201646	0.201646	0.196320	0.196320	0.194709	0.197023	0.208146	0.208146	0.215606	0.203315	0.203083	0.201460	0.188682	0.201852	0.201852	0.176498	0.172519	0.182515	0.196267	0.183370	0.198235	0.208437	0.208437	0.194794	0.194402	0.181336	0.199896	0.177898	0.192928	0.186677	0.190398	0.207087	0.195573	0.178309	0.200763	0.186014	0.187111	0.194282	0.189692	0.232023	0.182782	0.227114	0.227114	0.189001	0.223533	0.223533	0.227895	0.202116	0.096349	0.206251	0.320471	0.318159	0.318159	0.331943	0.312696	0.334092	0.180386	0.303444	0.265110	0.333690	0.307834	0.305438	0.364891	0.330012	0.268399	0.393478	0.222150	0.295099	0.000000	0.265179	0.387567	0.458695	0.546828
Zambrano_A.20160412.1	Maria Zambrano Primer A 20160412	20160412	4.6500014	74.0589398	Colombia	0.209595	0.222015	0.243520	0.243520	0.244731	0.210422	0.248151	0.248151	0.246662	0.246662	0.199530	0.203875	0.029795	0.206398	0.202162	0.205408	0.219077	0.215716	0.215716	0.215716	0.202413	0.202313	0.202613	0.202840	0.204092	0.204277	0.202352	0.203534	0.207977	0.210312	0.203615	0.204981	0.221049	0.203688	0.217601	0.217601	0.217601	0.214311	0.214311	0.212850	0.226829	0.218766	0.218766	0.225521	0.212759	0.215656	0.212816	0.201718	0.209822	0.209822	0.208077	0.201848	0.212156	0.210894	0.218153	0.220257	0.226993	0.226993	0.204264	0.206359	0.198982	0.214153	0.208455	0.208079	0.216672	0.220361	0.225036	0.225826	0.200948	0.216074	0.206467	0.198825	0.211077	0.219643	0.249276	0.221288	0.251804	0.251804	0.216505	0.252805	0.252805	0.262215	0.215188	0.085683	0.241308	0.350023	0.347858	0.347858	0.360293	0.342668	0.365711	0.219504	0.321336	0.304985	0.350324	0.312612	0.316351	0.382670	0.324604	0.285981	0.400333	0.269837	0.336962	0.265179	0.000000	0.373230	0.453181	0.585945
Santos_A9.20160225	Santos Primer A9	20160225	38.7348396	9.1863262	Portugal	0.131343	0.159233	0.155966	0.155966	0.161697	0.182139	0.171226	0.171226	0.163417	0.163417	0.132595	0.132872	0.184488	0.133676	0.137985	0.134182	0.135369	0.132546	0.132546	0.132546	0.126388	0.127853	0.127738	0.126664	0.129419	0.128010	0.126356	0.127757	0.130917	0.133567	0.133768	0.141639	0.160605	0.134705	0.147079	0.147079	0.147079	0.144150	0.144150	0.144150	0.145650	0.148402	0.148402	0.158678	0.153118	0.145353	0.155689	0.132656	0.145569	0.145569	0.131700	0.132445	0.137014	0.150126	0.134705	0.154816	0.148627	0.148627	0.121424	0.148482	0.135789	0.145935	0.134784	0.139932	0.150286	0.150316	0.166546	0.147582	0.135789	0.163632	0.135626	0.142398	0.144402	0.145288	0.178594	0.148489	0.182180	0.182180	0.148534	0.174969	0.174969	0.193752	0.149885	0.270016	0.159186	0.264126	0.262196	0.262196	0.260440	0.259645	0.281307	0.140765	0.159903	0.180588	0.154755	0.106891	0.175479	0.206820	0.111814	0.204199	0.259878	0.367367	0.264284	0.387567	0.373230	0.000000	0.236606	0.274962
