#Sequence ID	name	method	country	date	latlon	latitude	longitude	locality	lat_lon
Roma|20130101|Italy|187	SRA Sample SRR4074260 182	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|74	SRA Sample ERR527135 35	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|961	SRA Sample SRR4074332 221	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|83	SRA Sample SRR3160438 83	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20140101|China|59	SRA Sample ERR1190648 12	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20110101|China|60	SRA Sample ERR527135 21	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|655	SRA Sample ERR525967 34	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20130101|China|41	SRA Sample ERR1578694 41	haplotype called by gretel version 0.0.8	China	20130101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|382	SRA Sample ERR414235 8	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Dallas|20140616|USA|139	SRA Sample SRR3160438 139	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20110101|China|201	SRA Sample ERR527135 162	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100113|Canada|6	SRA Sample SRR2565988 6	haplotype called by gretel version 0.0.8	Canada	20100113	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Evrange|20120921|Luxembourg|9	SRA Sample SRR3313062 9	haplotype called by gretel version 0.0.8	Luxembourg	20120921	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Kjellerup|20090101|Denmark|377	SRA Sample ERR414235 3	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|625	SRA Sample ERR525967 4	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|287	SRA Sample ERR321523 19	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Evrange|20121018|Luxembourg|6	SRA Sample SRR3313045 6	haplotype called by gretel version 0.0.8	Luxembourg	20121018	49.5,6.2	49.5	6.2	Evrange	49.5 N 6.2 E
Roma|20130101|Italy|344	SRA Sample SRR4074260 339	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Dallas|20140616|USA|100	SRA Sample SRR3160438 100	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Lanzhou_Shi|20120101|China|77	SRA Sample ERR1018216 14	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Altanbulag|20101001|Mongolia|3	SRA Sample SRR3993022 1	haplotype called by gretel version 0.0.8	Mongolia	20101001	47.30,106.15	47.30	106.15	Altanbulag	47.30 N 106.15 E
Dallas|20140616|USA|31	SRA Sample SRR3160438 31	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|560	SRA Sample SRR4074260 555	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|29	SRA Sample ERR1190555 4	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|1047	SRA Sample SRR4074332 307	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Division_No_18|20101001|Canada|65	SRA Sample SRR1554402 31	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Baltimore|20140608|USA|11	SRA Sample SRR4435814 9	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	39.288462639338995 N 76.62594594061375 W
Madrid|20090101|Spain|32	SRA Sample ERR209793 2	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Lanzhou_Shi|20120101|China|11	SRA Sample ERR589787 5	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|217	SRA Sample SRR4074260 212	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|625	SRA Sample SRR4074260 620	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|591	SRA Sample SRR4074260 586	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1012	SRA Sample SRR4074332 272	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|104	SRA Sample ERR321530 47	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Niederdorla|20101101|Germany|12	SRA Sample SRR2155309 12	haplotype called by gretel version 0.0.8	Germany	20101101	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|296	SRA Sample SRR4074260 291	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Niederdorla|20100501|Germany|9	SRA Sample SRR2155386 9	haplotype called by gretel version 0.0.8	Germany	20100501	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Montreal|20100325|Canada|59	SRA Sample SRR2566056 59	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Decatur|20141124|USA|1	SRA Sample SRR4236649 1	haplotype called by gretel version 0.0.8	USA	20141124	39.8400,-89	39.8400	-89	Decatur	39.8400 N 89.0000 W
Montreal|20101118|Canada|12	SRA Sample SRR2565925 12	haplotype called by gretel version 0.0.8	Canada	20101118	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|295	SRA Sample SRR4074260 290	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|803	SRA Sample SRR4074332 63	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|560	SRA Sample ERR414307 3	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Niederdorla|20121109|Germany|8	SRA Sample SRR1237782 8	haplotype called by gretel version 0.0.8	Germany	20121109	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|225	SRA Sample SRR4074260 220	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|73	SRA Sample ERR1190648 26	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|832	SRA Sample SRR4074332 92	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|628	SRA Sample SRR4074260 623	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1134	SRA Sample SRR4074296 5	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|43	SRA Sample ERR321466 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|781	SRA Sample SRR4074332 41	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|1023	SRA Sample SRR4074332 283	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|36	SRA Sample ERR527073 18	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Lanzhou_Shi|20120101|China|164	SRA Sample ERR1018195 31	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|923	SRA Sample SRR4074332 183	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|485	SRA Sample SRR4074260 480	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|98	SRA Sample SRR4074260 93	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|127	SRA Sample ERR321530 70	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Dallas|20140616|USA|77	SRA Sample SRR3160438 77	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Montreal|20100325|Canada|91	SRA Sample SRR2566056 91	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|197	SRA Sample ERR525843 28	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Sergelen|20130601|Mongolia|7	SRA Sample SRR3992984 6	haplotype called by gretel version 0.0.8	Mongolia	20130601	47.55,106.79	47.55	106.79	Sergelen	47.55 N 106.79 E
Lanzhou_Shi|20110101|China|33	SRA Sample ERR527073 15	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100325|Canada|124	SRA Sample SRR2566056 124	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Kjellerup|20090101|Denmark|83	SRA Sample ERR321530 26	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|439	SRA Sample SRR4074260 434	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100416|Canada|3	SRA Sample SRR2566059 3	haplotype called by gretel version 0.0.8	Canada	20100416	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Montreal|20100325|Canada|29	SRA Sample SRR2566056 29	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|338	SRA Sample SRR4074260 333	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|176	SRA Sample SRR4074260 171	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Houston|20130101|USA|22	SRA Sample SRR4032470 11	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston	29.77152983140313 N 95.22124444140628 W
Courtaboeuf_Cedex|20050101|France|67	SRA Sample ERR479367 1	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Kjellerup|20090101|Denmark|722	SRA Sample ERR321569 20	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Division_No_18|20101001|Canada|102	SRA Sample SRR1554402 68	haplotype called by gretel version 0.0.8	Canada	20101001	56.130366,-106.346771	56.130366	-106.346771	Division No. 18	
Roma|20130101|Italy|823	SRA Sample SRR4074332 83	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Montreal|20100721|Canada|8	SRA Sample SRR2583985 8	haplotype called by gretel version 0.0.8	Canada	20100721	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Baltimore|20140608|USA|4	SRA Sample SRR4435814 2	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	39.288462639338995 N 76.62594594061375 W
Kjellerup|20090101|Denmark|500	SRA Sample ERR321275 12	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Kjellerup|20090101|Denmark|599	SRA Sample ERR209479 1	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Sergelen|20130601|Mongolia|13	SRA Sample SRR3992985 4	haplotype called by gretel version 0.0.8	Mongolia	20130601	47.55,106.80	47.55	106.80	Sergelen	47.55 N 106.80 E
Lanzhou_Shi|20110101|China|57	SRA Sample ERR527135 18	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Xilinguole_Meng|20101001|China|1	SRA Sample SRR3993056 1	haplotype called by gretel version 0.0.8	China	20101001	43.95,116.35	43.95	116.35	Xilinguole Meng	43.95 N 116.35 E
Kjellerup|20090101|Denmark|416	SRA Sample ERR209509 2	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|26	SRA Sample ERR527073 8	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|168	SRA Sample ERR321483 27	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Roma|20130101|Italy|1	SRA Sample SRR4074305 1	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Zhongshan_Shi|20110101|China|15	SRA Sample SRR1535303 10	haplotype called by gretel version 0.0.8	China	20110101	22.55,113.24	22.55	113.24	Zhongshan Shi	22.55 N 113.24 E
Kjellerup|20090101|Denmark|6	SRA Sample ERR321506 6	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Niederdorla|20121109|Germany|10	SRA Sample SRR1237782 10	haplotype called by gretel version 0.0.8	Germany	20121109	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Kjellerup|20090101|Denmark|408	SRA Sample ERR414235 34	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20140101|China|49	SRA Sample ERR1190648 2	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|527	SRA Sample SRR4074260 522	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20110101|China|199	SRA Sample ERR527135 160	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Niederdorla|20100501|Germany|6	SRA Sample SRR2155386 6	haplotype called by gretel version 0.0.8	Germany	20100501	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Roma|20130101|Italy|75	SRA Sample SRR4074260 70	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Madrid|20090101|Spain|55	SRA Sample ERR209793 25	haplotype called by gretel version 0.0.8	Spain	20090101	40.463667,-3.74922	40.463667	-3.74922	Madrid	
Roma|20130101|Italy|536	SRA Sample SRR4074260 531	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|22	SRA Sample ERR1190968 12	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Kjellerup|20090101|Denmark|155	SRA Sample ERR321483 14	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Courtaboeuf_Cedex|20050101|France|54	SRA Sample ERR479396 1	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Montreal|20100325|Canada|107	SRA Sample SRR2566056 107	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Courtaboeuf_Cedex|20050101|France|10	SRA Sample ERR479385 7	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
Montreal|20100325|Canada|96	SRA Sample SRR2566056 96	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Roma|20130101|Italy|724	SRA Sample SRR4074260 719	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|106	SRA Sample SRR4074260 101	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|375	SRA Sample SRR4074260 370	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Roma|20130101|Italy|294	SRA Sample SRR4074260 289	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Niederdorla|20101101|Germany|15	SRA Sample SRR2155309 15	haplotype called by gretel version 0.0.8	Germany	20101101	51.165691,10.451526	51.165691	10.451526	Niederdorla	
Kjellerup|20090101|Denmark|671	SRA Sample ERR321574 5	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Lanzhou_Shi|20110101|China|121	SRA Sample ERR527135 82	haplotype called by gretel version 0.0.8	China	20110101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100325|Canada|119	SRA Sample SRR2566056 119	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Dallas|20140616|USA|84	SRA Sample SRR3160438 84	haplotype called by gretel version 0.0.8	USA	20140616	32.8094,-96.8365	32.8094	-96.8365	Dallas	32.8094 N 96.8365 W
Roma|20130101|Italy|186	SRA Sample SRR4074260 181	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Lanzhou_Shi|20140101|China|132	SRA Sample ERR1190640 1	haplotype called by gretel version 0.0.8	China	20140101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Roma|20130101|Italy|441	SRA Sample SRR4074260 436	haplotype called by gretel version 0.0.8	Italy	20130101	41.87194,12.56738	41.87194	12.56738	Roma	
Kjellerup|20090101|Denmark|583	SRA Sample ERR321572 17	haplotype called by gretel version 0.0.8	Denmark	20090101	56.26392,9.501785	56.26392	9.501785	Kjellerup	
Ghan|20120101|Australia|7	SRA Sample ERR505085 6	haplotype called by gretel version 0.0.8	Australia	20120101	-25.274398,133.775136	-25.274398	133.775136	Ghan	
Lanzhou_Shi|20120101|China|196	SRA Sample ERR1018191 13	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Montreal|20100325|Canada|31	SRA Sample SRR2566056 31	haplotype called by gretel version 0.0.8	Canada	20100325	45.50,-73.63	45.50	-73.63	Montreal	45.50 N 73.63 W
Lanzhou_Shi|20120101|China|97	SRA Sample ERR1018211 1	haplotype called by gretel version 0.0.8	China	20120101	35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	
Courtaboeuf_Cedex|20050101|France|61	SRA Sample ERR479396 8	haplotype called by gretel version 0.0.8	France	20050101	46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	
