#Sequence ID	name	method	country	date	lat_lon	latlon	latitude	longitude	locality
Roma|20130101|Italy|1160	SRA Sample SRR4074332 271	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|393	SRA Sample ERR1018206 263	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|179	SRA Sample ERR527107 168	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|54	SRA Sample SRR4074260 48	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|103	SRA Sample SRR3160438 103	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20120101|China|121	SRA Sample ERR1018213 64	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|462	SRA Sample ERR527107 451	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|90	SRA Sample SRR3160438 90	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20140101|China|170	SRA Sample ERR1190953 4	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|35	SRA Sample ERR527107 24	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|228	SRA Sample ERR1018206 98	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Houston|20130101|USA|5	SRA Sample SRR4032496 2	haplotype called by gretel version 0.0.8	USA	20130101	29.77152983140313 N 95.22124444140628 W	29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston
Lanzhou_Shi|20110101|China|852	SRA Sample ERR527104 25	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|644	SRA Sample ERR527107 633	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|4	SRA Sample SRR4074305 4	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|123	SRA Sample SRR3160438 123	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20140101|China|63	SRA Sample ERR1190643 1	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20101118|Canada|27	SRA Sample SRR2565925 27	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Lanzhou_Shi|20110101|China|148	SRA Sample ERR527107 137	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|382	SRA Sample ERR1018206 252	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|686	SRA Sample ERR1018196 5	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|734	SRA Sample ERR527107 723	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|113	SRA Sample SRR3160438 113	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20110101|China|193	SRA Sample ERR527107 182	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|278	SRA Sample SRR4074260 272	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20120101|China|369	SRA Sample ERR1018206 239	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|672	SRA Sample ERR589737 1	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20110501|Germany|1	SRA Sample SRR2155337 1	haplotype called by gretel version 0.0.8	Germany	20110501		51.165691,10.451526	51.165691	10.451526	Niederdorla
Roma|20130101|Italy|353	SRA Sample SRR4074260 347	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20140101|China|64	SRA Sample ERR1190770 1	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Niederdorla|20100501|Germany|9	SRA Sample SRR2155386 9	haplotype called by gretel version 0.0.8	Germany	20100501		51.165691,10.451526	51.165691	10.451526	Niederdorla
Lanzhou_Shi|20110101|China|875	SRA Sample ERR527073 5	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Baltimore|20140608|USA|11	SRA Sample SRR4435814 1	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Lanzhou_Shi|20120101|China|129	SRA Sample ERR589753 4	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|252	SRA Sample ERR527107 241	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|419	SRA Sample SRR4074260 413	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|109	SRA Sample SRR3160438 109	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Montreal|20101118|Canada|3	SRA Sample SRR2565925 3	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|422	SRA Sample SRR4074260 416	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|699	SRA Sample ERR527107 688	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|788	SRA Sample ERR527107 777	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|851	SRA Sample ERR1018252 5	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|381	SRA Sample SRR4074260 375	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|594	SRA Sample SRR4074260 588	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|137	SRA Sample ERR527107 126	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|114	SRA Sample ERR1190584 23	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|408	SRA Sample SRR4074260 402	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|716	SRA Sample ERR527107 705	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|780	SRA Sample ERR589824 34	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|559	SRA Sample ERR527107 548	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|175	SRA Sample ERR527107 164	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|859	SRA Sample ERR589547 2	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|581	SRA Sample ERR1018206 451	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|200	SRA Sample ERR1018206 70	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|172	SRA Sample SRR3160438 172	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|986	SRA Sample SRR4074332 97	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20101118|Canada|12	SRA Sample SRR2565925 12	haplotype called by gretel version 0.0.8	Canada	20101118	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|820	SRA Sample SRR4074260 814	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Evrange|20121018|Luxembourg|1	SRA Sample SRR3313045 1	haplotype called by gretel version 0.0.8	Luxembourg	20121018	49.5 N 6.2 E	49.5,6.2	49.5	6.2	Evrange
Montreal|20091111|Canada|1	SRA Sample SRR2566026 1	haplotype called by gretel version 0.0.8	Canada	20091111	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|177	SRA Sample SRR4074260 171	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|54	SRA Sample ERR527107 43	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|526	SRA Sample ERR1018206 396	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|190	SRA Sample SRR4074260 184	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|1062	SRA Sample ERR527082 25	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|824	SRA Sample SRR4074260 818	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|129	SRA Sample ERR527107 118	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20140101|China|49	SRA Sample ERR1190954 2	haplotype called by gretel version 0.0.8	China	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1319	SRA Sample SRR4074314 2	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|516	SRA Sample ERR527107 505	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|61	SRA Sample SRR3160438 61	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20120101|China|469	SRA Sample ERR1018206 339	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|758	SRA Sample ERR527107 747	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|1295	SRA Sample SRR4074332 406	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|601	SRA Sample SRR4074260 595	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|643	SRA Sample ERR527107 632	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|463	SRA Sample ERR1018206 333	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Montreal|20100311|Canada|1	SRA Sample SRR2566047 1	haplotype called by gretel version 0.0.8	Canada	20100311	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|258	SRA Sample SRR4074260 252	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|585	SRA Sample SRR4074260 579	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|1169	SRA Sample SRR4074332 280	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Courtaboeuf_Cedex|20050101|France|97	SRA Sample ERR479386 19	haplotype called by gretel version 0.0.8	France	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex
Roma|20130101|Italy|109	SRA Sample SRR4074260 103	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|297	SRA Sample SRR4074260 291	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Baltimore|20140608|USA|6	SRA Sample SRR4435697 6	haplotype called by gretel version 0.0.8	USA	20140608	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Lanzhou_Shi|20110101|China|971	SRA Sample ERR527135 91	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|145	SRA Sample SRR3160438 145	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|429	SRA Sample SRR4074260 423	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Zhongshan_Shi|20120101|China|3	SRA Sample SRR1535348 1	haplotype called by gretel version 0.0.8	China	20120101	22.55 N 113.24 E	22.55,113.24	22.55	113.24	Zhongshan Shi
Baltimore|20140609|USA|16	SRA Sample SRR4435767 9	haplotype called by gretel version 0.0.8	USA	20140609	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Lanzhou_Shi|20110101|China|929	SRA Sample ERR527135 49	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|614	SRA Sample SRR4074260 608	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|158	SRA Sample SRR3160438 158	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|1029	SRA Sample SRR4074332 140	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100107|Canada|6	SRA Sample SRR2565986 6	haplotype called by gretel version 0.0.8	Canada	20100107	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Baltimore|20140609|USA|4	SRA Sample SRR4435717 4	haplotype called by gretel version 0.0.8	USA	20140609	39.288462639338995 N 76.62594594061375 W	39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore
Madrid|20090101|Spain|5	SRA Sample ERR209640 3	haplotype called by gretel version 0.0.8	Spain	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid
Roma|20130101|Italy|868	SRA Sample SRR4074260 862	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|723	SRA Sample SRR4074260 717	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Lanzhou_Shi|20110101|China|195	SRA Sample ERR527107 184	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|279	SRA Sample ERR1018206 149	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20110101|China|107	SRA Sample ERR527107 96	haplotype called by gretel version 0.0.8	China	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Dallas|20140616|USA|161	SRA Sample SRR3160438 161	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Lanzhou_Shi|20120101|China|188	SRA Sample ERR1018206 58	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Lanzhou_Shi|20120101|China|278	SRA Sample ERR1018206 148	haplotype called by gretel version 0.0.8	China	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi
Roma|20130101|Italy|791	SRA Sample SRR4074260 785	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|921	SRA Sample SRR4074332 32	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|518	SRA Sample SRR4074260 512	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Montreal|20100305|Canada|1	SRA Sample SRR2566041 1	haplotype called by gretel version 0.0.8	Canada	20100305	45.50 N 73.63 W	45.50,-73.63	45.50	-73.63	Montreal
Roma|20130101|Italy|442	SRA Sample SRR4074260 436	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Dallas|20140616|USA|178	SRA Sample SRR3160438 178	haplotype called by gretel version 0.0.8	USA	20140616	32.8094 N 96.8365 W	32.8094,-96.8365	32.8094	-96.8365	Dallas
Roma|20130101|Italy|759	SRA Sample SRR4074260 753	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|764	SRA Sample SRR4074260 758	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Roma|20130101|Italy|922	SRA Sample SRR4074332 33	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Kjellerup|20090101|Denmark|189	SRA Sample ERR209389 2	haplotype called by gretel version 0.0.8	Denmark	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup
Roma|20130101|Italy|526	SRA Sample SRR4074260 520	haplotype called by gretel version 0.0.8	Italy	20130101		41.87194,12.56738	41.87194	12.56738	Roma
Madrid|20090101|Spain|33	SRA Sample ERR414386 3	haplotype called by gretel version 0.0.8	Spain	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid
